#GEOTYPE|ST|GEO_ID|GEO_LABEL|GEO_ID_F|COMM|COMM_LABEL|YEAR|VAL|VAL_F|VALPCHG|VALPCHG_F|TON|TON_F|TONPCHG|TONPCHG_F|AVGMILE|AVGMILE_F|AVGMILEPCHG|AVGMILEPCHG_F|VAL_S|VAL_S_F|VALPCHG_S|VALPCHG_S_F|TON_S|TON_S_F|TONPCHG_S|TONPCHG_S_F|AVGMILE_S|AVGMILE_S_F|AVGMILEPCHG_S|AVGMILEPCHG_S_F
01|00|0100000US|United States||242|Manmade fibers and plastics basic shapes and articles|2022|164||-94.2||46||-95.1||396||-13.9||25.1||1.8||39.8||2.4||25.3||27.3|
01|00|0100000US|United States||242|Manmade fibers and plastics basic shapes and articles|2017|2839||33.4||935||37||460||1.4||19||38||29.2||62.2||19.1||21.4|
01|00|0100000US|United States||243|Rubber articles|2022|0|S|0|S|0|S|0|S|1279||0|S|0|S|0|S|0|S|0|S|24||0|S
01|00|0100000US|United States||243|Rubber articles|2017|149||0|S|0|S|0|S|0|S|0|S|26.2||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||25|Logs and other wood in the rough|2017|0|S|0|S|7||0|S|885||0|S|0|S|0|S|34||0|S|22.8||0|S
01|00|0100000US|United States||250|Logs and other wood in the rough|2017|0|S|0|S|7||0|S|885||0|S|0|S|0|S|34||0|S|22.8||0|S
01|00|0100000US|United States||26|Wood products|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||26|Wood products|2017|207||0|S|0|S|0|S|0|S|0|S|25.6||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||261|Wood chips or particles|2017|0|S|0|S|0|S|0|S|103||0|S|0|S|0|S|0|S|0|S|19.7||0|S
01|00|0100000US|United States||262|Lumber, wood continuously shaped along any of its edges or faces, shingles and shakes|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||262|Lumber, wood continuously shaped along any of its edges or faces, shingles and shakes|2017|0|S|0|S|0|S|0|S|57||0|S|0|S|0|S|0|S|0|S|12.6||0|S
01|00|0100000US|United States||263|Veneer sheets and sheets for plywood, particle board, fiberboard, plywood, and similar laminated wood|2017|0|S|0|S|0|S|0|S|67||0|S|0|S|0|S|0|S|0|S|31.5||0|S
01|00|0100000US|United States||264|Windows, doors, thresholds, and builders' joinery and carpentry of wood (excludes shingles and shakes)|2022|0|S|0|S|2||0|S|0|S|0|S|0|S|0|S|48.2||0|S|0|S|0|S
01|00|0100000US|United States||264|Windows, doors, thresholds, and builders' joinery and carpentry of wood (excludes shingles and shakes)|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||269|Other wood products|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||269|Other wood products|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||27|Pulp, newsprint, paper, and paperboard|2022|14||-91||0|S|0|S|154||0|S|46.3||5.4||0|S|0|S|20.7||0|S
01|00|0100000US|United States||27|Pulp, newsprint, paper, and paperboard|2017|160||18631.4||0|S|0|S|0|S|0|S|39||9707.5||0|S|0|S|0|S|0|S
01|00|0100000US|United States||271|Pulp of fibrous cellulosic materials|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||272|Newsprint in large rolls or sheets|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||273|Uncoated paper, tissue, and paperboard in large rolls or sheets|2022|8||-91.6||1||0|S|151||-30.7||42.7||5||21.6||0|S|21.2||26.7|
01|00|0100000US|United States||273|Uncoated paper, tissue, and paperboard in large rolls or sheets|2017|100||32977.9||0|S|0|S|218||0|S|41||20825.5||0|S|0|S|32.2||0|S
01|00|0100000US|United States||274|Coated, impregnated, treated, or worked paper and paperboard, in large rolls or sheets|2022|0|S|0|S|0|S|0|S|288||0|S|0|S|0|S|0|S|0|S|36.3||0|S
01|00|0100000US|United States||274|Coated, impregnated, treated, or worked paper and paperboard, in large rolls or sheets|2017|53||0|S|0|S|0|S|0|S|0|S|38.3||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||28|Paper or paperboard articles|2022|128||-25.4||86||-60.3||83||-13.2||31.8||31.1||49.2||23.7||8.7||31.7|
01|00|0100000US|United States||28|Paper or paperboard articles|2017|171||869.8||216||4720.9||96||60.1||27.1||402.9||34.1||1972.4||35.5||69.1|
01|00|0100000US|United States||280|Paper or paperboard articles|2022|128||-25.4||86||-60.3||83||-13.2||31.8||31.1||49.2||23.7||8.7||31.7|
01|00|0100000US|United States||280|Paper or paperboard articles|2017|171||869.8||216||4720.9||96||60.1||27.1||402.9||34.1||1972.4||35.5||69.1|
01|00|0100000US|United States||29|Printed products|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||29|Printed products|2017|607||0|S|55||0|S|619||-52.9||29.1||0|S|26.8||0|S|22.5||20.9|
01|00|0100000US|United States||291|Printed books, brochures, leaflets, and similar printed products|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||291|Printed books, brochures, leaflets, and similar printed products|2017|0|S|0|S|0|S|0|S|668||0|S|0|S|0|S|0|S|0|S|29.5||0|S
01|00|0100000US|United States||292|Newspapers, journals, and periodicals|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||293|Advertising material, commercial or trade catalogues, and similar printed products|2017|66||0|S|16||0|S|493||0|S|26.2||0|S|22||0|S|32.3||0|S
01|00|0100000US|United States||299|Other printed products|2022|0|Z|-100||0|Z|-100||0|S|0|S|24.6||0||9.2||0||0|S|0|S
01|00|0100000US|United States||299|Other printed products|2017|348||0|S|22||0|S|320||-75.6||26.4||0|S|27.6||0|S|48||15|
01|00|0100000US|United States||30|Textiles, leather, and articles of textiles or leather|2022|0|S|0|S|0|S|0|S|715||0|S|0|S|0|S|0|S|0|S|22.6||0|S
01|00|0100000US|United States||30|Textiles, leather, and articles of textiles or leather|2017|394||-20.2||35||-28.6||0|S|0|S|42||43.5||44.8||41||0|S|0|S
01|00|0100000US|United States||301|Textile fibers, yarns, and broad woven or knitted fabrics|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||302|Textile clothing and accessories, and headgear (excludes safety)|2022|0|S|0|S|0|S|0|S|553||0|S|0|S|0|S|0|S|0|S|25.5||0|S
01|00|0100000US|United States||303|Textiles and textile articles, not elsewhere classified|2022|0|S|0|S|10||0|S|713||0|S|0|S|0|S|36.5||0|S|25.6||0|S
01|00|0100000US|United States||303|Textiles and textile articles, not elsewhere classified|2017|54||-88.5||0|S|0|S|0|S|0|S|45.9||6.7||0|S|0|S|0|S|0|S
01|00|0100000US|United States||304|Leather footwear|2022|0|S|0|S|0|S|0|S|1543||0|S|0|S|0|S|0|S|0|S|30.6||0|S
01|00|0100000US|United States||304|Leather footwear|2017|48||0|S|0|S|0|S|0|S|0|S|34.5||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||305|Leather and articles of leather or allied materials, and dressed fur skins|2017|30||0|S|9||0|S|0|S|0|S|20.6||0|S|49.5||0|S|0|S|0|S
01|00|0100000US|United States||31|Non-metallic mineral products|2022|0|S|0|S|126||-97.5||0|S|0|S|0|S|0|S|48.2||1.6||0|S|0|S
01|00|0100000US|United States||31|Non-metallic mineral products|2017|1057||220.7||4961||84.2||181||-34.6||35.5||134.5||43.1||100.1||19.8||19.6|
01|00|0100000US|United States||311|Hydraulic cements|2017|369||0|S|4519||0|S|74||320.8||34.9||0|S|31.7||0|S|48.9||257.7|
01|00|0100000US|United States||312|Ceramic products|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||312|Ceramic products|2017|88||0|S|24||0|S|0|S|0|S|31.7||0|S|45.1||0|S|0|S|0|S
01|00|0100000US|United States||313|Glass and glass products|2022|0|S|0|S|0|S|0|S|771||79.8||0|S|0|S|0|S|0|S|27.4||66|
01|00|0100000US|United States||313|Glass and glass products|2017|499||498.4||86||1928||429||28.6||44.5||397.9||37.7||873.7||24.4||40.2|
01|00|0100000US|United States||319|Other non-metallic mineral products|2022|0|S|0|S|126||0|S|0|S|0|S|0|S|0|S|47.1||0|S|0|S|0|S
01|00|0100000US|United States||319|Other non-metallic mineral products|2017|101||-50.4||0|S|0|S|0|S|0|S|49.9||27.6||0|S|0|S|0|S|0|S
01|00|0100000US|United States||32|Base metal in primary or semi-finished forms and in finished basic shapes|2022|59||-92.8||23||-92.5||272||-20.5||37||3.6||37||3.6||23.7||36.2|
01|00|0100000US|United States||32|Base metal in primary or semi-finished forms and in finished basic shapes|2017|822||1.5||303||0|S|342||0|S|33.9||53.3||29.9||0|S|38.8||0|S
01|00|0100000US|United States||321|Ferro-alloys, and iron and steel in primary or semi-finished forms, or in powders or granules|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||322|Flat-rolled products of iron or steel|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||322|Flat-rolled products of iron or steel|2017|207||0|S|120||0|S|107||0|S|25.3||0|S|8.7||0|S|32.5||0|S
01|00|0100000US|United States||323|Bars, rods, angles, shapes, sections, and wire, of iron or steel|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||323|Bars, rods, angles, shapes, sections, and wire, of iron or steel|2017|0|S|0|S|34||0|S|0|S|0|S|0|S|0|S|40.2||0|S|0|S|0|S
01|00|0100000US|United States||324|Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)|2022|56||-83.8||23||-81.4||386||0|S|38.4||8.2||37.5||8.6||19.4||0|S
01|00|0100000US|United States||324|Nonferrous metal (excludes precious, unwrought, or in finished basic shapes, or in powders or granules)|2017|349||-56.9||121||0|S|0|S|0|S|33.5||22.5||26.8||0|S|0|S|0|S
01|00|0100000US|United States||33|Articles of base metal|2022|0|S|0|S|0|S|0|S|342||0|S|0|S|0|S|0|S|0|S|31.5||0|S
01|00|0100000US|United States||33|Articles of base metal|2017|453||0|S|59||0|S|0|S|0|S|38.6||0|S|37||0|S|0|S|0|S
01|00|0100000US|United States||331|Pipes, tubes, and fittings|2022|0|S|0|S|0|S|0|S|1124||0|S|0|S|0|S|0|S|0|S|42.5||0|S
01|00|0100000US|United States||331|Pipes, tubes, and fittings|2017|130||2886.3||0|S|0|S|0|S|0|S|34.3||1086.6||0|S|0|S|0|S|0|S
01|00|0100000US|United States||332|Structures and parts (excludes prefabricated buildings)|2022|0|Z|0|S|0|Z|0|S|137||0|S|9.2||0|S|9.2||0|S|37.5||0|S
01|00|0100000US|United States||332|Structures and parts (excludes prefabricated buildings)|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||333|Hand tools, cutlery (excludes precious metals, interchangeable tools for hand or machine tools, hardware, and industrial fasteners)|2022|0|S|0|S|0|S|0|S|200||0|S|0|S|0|S|0|S|0|S|41.7||0|S
01|00|0100000US|United States||333|Hand tools, cutlery (excludes precious metals, interchangeable tools for hand or machine tools, hardware, and industrial fasteners)|2017|16||0|S|4||0|S|0|S|0|S|23.6||0|S|45.4||0|S|0|S|0|S
01|00|0100000US|United States||339|Other articles of metal|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||339|Other articles of metal|2017|0|S|0|S|45||0|S|0|S|0|S|0|S|0|S|46.2||0|S|0|S|0|S
01|00|0100000US|United States||34|Machinery|2022|0|S|0|S|0|S|0|S|812||-2.5||0|S|0|S|0|S|0|S|26||34.2|
01|00|0100000US|United States||34|Machinery|2017|2597||459.2||149||0|S|832||48||25.5||268.8||47||0|S|23.6||64.3|
01|00|0100000US|United States||341|Internal-combustion engines and parts|2017|0|S|0|S|0|S|0|S|264||0|S|0|S|0|S|0|S|0|S|45||0|S
01|00|0100000US|United States||342|Turbines, boilers, nuclear reactors, and nonelectric engines and motors (excludes internal-combustion)|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||342|Turbines, boilers, nuclear reactors, and nonelectric engines and motors (excludes internal-combustion)|2017|502||0|S|0|S|0|S|984||0|S|49.9||0|S|0|S|0|S|26.9||0|S
01|00|0100000US|United States||343|Pumps, compressors, fans, and ventilating or recycling hoods incorporating a fan|2022|0|Z|0|S|0|S|0|S|0|S|0|S|9.2||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||343|Pumps, compressors, fans, and ventilating or recycling hoods incorporating a fan|2017|0|S|0|S|0|S|0|S|1063||0|S|0|S|0|S|0|S|0|S|29.2||0|S
01|00|0100000US|United States||344|Air-conditioning, refrigerating, or freezing equipment|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||344|Air-conditioning, refrigerating, or freezing equipment|2017|98||0|S|0|S|0|S|0|S|0|S|40||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||345|Materials-handling, excavating, boring, and related machinery and equipment|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||345|Materials-handling, excavating, boring, and related machinery and equipment|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||349|Other mechanical machinery, not elsewhere classified|2022|0|S|0|S|0|S|0|S|929||398.6||0|S|0|S|0|S|0|S|29.6||197|
01|00|0100000US|United States||349|Other mechanical machinery, not elsewhere classified|2017|768||154.1||0|S|0|S|186||-70.3||44.8||169.6||0|S|0|S|26.1||12.5|
01|00|0100000US|United States||35|Electronic and other electrical equipment and components, and office equipment|2022|20377||1235.7||3808||4540.9||676||-22||21||456.1||37.1||2586.2||19.7||21.3|
01|00|0100000US|United States||35|Electronic and other electrical equipment and components, and office equipment|2017|1526||0|S|82||0|S|867||0|S|27||0|S|41.6||0|S|18.9||0|S
01|00|0100000US|United States||351|Electric motors, generators, rotary or static converters, and transformers|2022|285||0|S|0|S|0|S|969||0|S|49.6||0|S|0|S|0|S|21.6||0|S
01|00|0100000US|United States||351|Electric motors, generators, rotary or static converters, and transformers|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||352|Electric cooking appliances, electro-thermic, or electro-mechanical domestic appliances|2022|69||-32||0|S|0|S|614||117.6||37.2||38.9||0|S|0|S|37.8||128.8|
01|00|0100000US|United States||352|Electric cooking appliances, electro-thermic, or electro-mechanical domestic appliances|2017|101||7479||6||6105.2||282||0|S|43.6||3824.2||36.8||3412.7||45.5||0|S
01|00|0100000US|United States||353|Line telephone or telegraph apparatus|2022|6||0|S|0|Z|0|S|1312||0|S|29.5||0|S|28.9||0|S|10.7||0|S
01|00|0100000US|United States||353|Line telephone or telegraph apparatus|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||354|Electronic entertainment products (excludes parts)|2022|9657||0|S|3081||0|S|764||0|S|26.5||0|S|36.4||0|S|18.1||0|S
01|00|0100000US|United States||354|Electronic entertainment products (excludes parts)|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||355|Computer and electronic office equipment|2022|0|S|0|S|0|S|0|S|677||0|S|0|S|0|S|0|S|0|S|16.2||0|S
01|00|0100000US|United States||355|Computer and electronic office equipment|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||356|Prepared unrecorded or prerecorded media|2022|0|S|0|S|0|S|0|S|277||0|S|0|S|0|S|0|S|0|S|46.5||0|S
01|00|0100000US|United States||357|Transmission, and reception apparatus for radio, television, radar, and remote-control|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||357|Transmission, and reception apparatus for radio, television, radar, and remote-control|2017|819||0|S|1||0|S|1133||0|S|31.3||0|S|33.5||0|S|4||0|S
01|00|0100000US|United States||358|Electronic components and parts|2022|1386||0|S|0|S|0|S|1193||-4||43||0|S|0|S|0|S|11.1||31.7|
01|00|0100000US|United States||358|Electronic components and parts|2017|0|S|0|S|0|S|0|S|1242||0|S|0|S|0|S|0|S|0|S|31.1||0|S
01|00|0100000US|United States||359|Other electronic and electrical equipment, not elsewhere classified|2022|7587||2031.5||0|S|0|S|440||0|S|36||1202.7||0|S|0|S|27.6||0|S
01|00|0100000US|United States||359|Other electronic and electrical equipment, not elsewhere classified|2017|356||0|S|39||0|S|0|S|0|S|43.4||0|S|45.1||0|S|0|S|0|S
01|00|0100000US|United States||36|Motorized and other vehicles (includes parts)|2022|0|S|0|S|0|S|0|S|600||152.1||0|S|0|S|0|S|0|S|22.7||123.1|
01|00|0100000US|United States||36|Motorized and other vehicles (includes parts)|2017|1671||0|S|0|S|0|S|238||0|S|15.8||0|S|0|S|0|S|43.3||0|S
01|00|0100000US|United States||362|Motor vehicles for the transport of goods, and  road tractors for semi-trailers|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||363|Other vehicles|2017|913||0|S|0|S|0|S|0|S|0|S|36||0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||364|Motor vehicles parts and accessories (excludes motorcycles and armored fighting vehicles)|2022|0|S|0|S|0|S|0|S|600||166.7||0|S|0|S|0|S|0|S|22.7||91.6|
01|00|0100000US|United States||364|Motor vehicles parts and accessories (excludes motorcycles and armored fighting vehicles)|2017|583||0|S|37||0|S|225||0|S|36.6||0|S|49.4||0|S|25.8||0|S
01|00|0100000US|United States||37|Transportation equipment, not elsewhere classified|2017|38||0|S|0|Z|0|S|369||0|S|39.7||0|S|35.3||0|S|32.9||0|S
01|00|0100000US|United States||372|Aircraft and spacecraft|2017|38||0|S|0|Z|0|S|369||0|S|39.7||0|S|35.3||0|S|32.9||0|S
01|00|0100000US|United States||38|Precision instruments and apparatus|2022|21772||733.5||1299||4010.6||358||0|S|36.6||389.6||49.1||2407.4||40.4||0|S
01|00|0100000US|United States||38|Precision instruments and apparatus|2017|2612||-35.4||32||-59.9||0|S|0|S|29.1||22.6||31.9||17.5||0|S|0|S
01|00|0100000US|United States||381|Optical elements, instruments, and apparatus (excludes photographic and cinematographic)|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||381|Optical elements, instruments, and apparatus (excludes photographic and cinematographic)|2017|0|S|0|S|0|S|0|S|438||0|S|0|S|0|S|0|S|0|S|24.4||0|S
01|00|0100000US|United States||382|Photographic and photocopying machines|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||382|Photographic and photocopying machines|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||383|Surveying, hydrographic, oceanographic, hydrological, meteorological, and geophysical instruments and appliances|2022|42||0|S|0|S|0|S|844||-17.9||49.8||0|S|0|S|0|S|38.9||43.8|
01|00|0100000US|United States||383|Surveying, hydrographic, oceanographic, hydrological, meteorological, and geophysical instruments and appliances|2017|0|S|0|S|0|S|0|S|1029||0|S|0|S|0|S|0|S|0|S|36.6||0|S
01|00|0100000US|United States||384|Instruments, apparatus, and appliances for medical, surgical, dental, veterinary, or similar purposes|2022|11755||0|S|0|S|0|S|285||-75.8||40.6||0|S|0|S|0|S|40.4||10|
01|00|0100000US|United States||384|Instruments, apparatus, and appliances for medical, surgical, dental, veterinary, or similar purposes|2017|0|S|0|S|0|S|0|S|1177||86.7||0|S|0|S|0|S|0|S|8.6||45.1|
01|00|0100000US|United States||385|Meters and other instruments and apparatus for measuring or process control|2022|1729||14.8||24||21||1173||1.7||21.2||42||33.2||58||8.3||18|
01|00|0100000US|United States||385|Meters and other instruments and apparatus for measuring or process control|2017|1506||974.1||20||2277.5||1154||16.1||29.8||594.9||34.6||1126.5||15.6||19.6|
01|00|0100000US|United States||39|Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs|2022|0|S|0|S|0|S|0|S|545||0|S|0|S|0|S|0|S|0|S|23.5||0|S
01|00|0100000US|United States||39|Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||390|Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs|2022|0|S|0|S|0|S|0|S|545||0|S|0|S|0|S|0|S|0|S|23.5||0|S
01|00|0100000US|United States||390|Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||40|Miscellaneous manufactured products|2022|212||-84.9||0|S|0|S|371||-62.6||39.7||6.4||0|S|0|S|19||10|
01|00|0100000US|United States||40|Miscellaneous manufactured products|2017|1402||0|S|173||312.7||992||96.3||13.7||0|S|37.2||194.5||18.9||65.3|
01|00|0100000US|United States||401|Arms and ammunition|2022|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||401|Arms and ammunition|2017|0|S|0|S|0|S|0|S|1108||0|S|0|S|0|S|0|S|0|S|4.9||0|S
01|00|0100000US|United States||402|Toys, games, and sporting equipment|2022|0|S|0|S|0|S|0|S|349||-65.7||0|S|0|S|0|S|0|S|31.8||13.8|
01|00|0100000US|United States||402|Toys, games, and sporting equipment|2017|205||0|S|10||0|S|1017||0|S|43.2||0|S|46.5||0|S|24.6||0|S
01|00|0100000US|United States||409|Miscellaneous manufactured products|2022|183||-84.6||0|S|0|S|429||-55.8||40.6||6.6||0|S|0|S|19.6||12.1|
01|00|0100000US|United States||409|Miscellaneous manufactured products|2017|1187||0|S|163||298.5||970||53.1||14||0|S|39.1||192.5||19.1||45.4|
01|00|0100000US|United States||41|Waste and scrap|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||411|Metallic waste and scrap|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||412|Non-metallic waste and scrap (excludes food processing)|2017|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S|0|S
01|00|0100000US|United States||43|Mixed freight|2022|850306||48.9||219492||11.5||168||55.4||9.1||15.4||5.4||7.1||16.6||26.5|
01|00|0100000US|United States||43|Mixed freight|2017|570883||7.9||196911||4.9||108||.2||4.9||6.2||3.4||5.3||3.8||6.6|
01|00|0100000US|United States||439|Mixed freight|2022|850306||48.9||219492||11.5||168||55.4||9.1||15.4||5.4||7.1||16.6||26.5|
01|00|0100000US|United States||439|Mixed freight|2017|570883||7.9||196911||4.9||108||.2||4.9||6.2||3.4||5.3||3.8||6.6|
