title,summary,tags,keywords,parameter_hints,modeling_notes,feature_pattern,failure_modes,validation_rules,example_prompt,shape_type,memory_type,quality_score,source_table,memory_only
DeepCAD Sample 00711803 line_profile,"Dataset sample with 2 sketch(es), 7 loop(s), 2 extrude feature(s), and curves Line3D:8;Circle3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711803;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8;Circle3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712629 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 2 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00712629;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717543 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 2 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717543;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712721 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00712721;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711951 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:10.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711951;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:10.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711350 line_profile,"Dataset sample with 2 sketch(es), 9 loop(s), 1 extrude feature(s), and curves Line3D:46.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711350;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:46.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713376 line_profile,"Dataset sample with 5 sketch(es), 6 loop(s), 5 extrude feature(s), and curves Line3D:21.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713376;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:21.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",5 sketch(es) -> skSolve -> 5 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717620 line_profile,"Dataset sample with 2 sketch(es), 3 loop(s), 2 extrude feature(s), and curves Line3D:4;Circle3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717620;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719598 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719598;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711099 line_profile,"Dataset sample with 6 sketch(es), 27 loop(s), 6 extrude feature(s), and curves Circle3D:15;Line3D:71.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711099;Circle3D;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:15;Line3D:71.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",6 sketch(es) -> skSolve -> 6 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718060 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:6;Arc3D:1.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718060;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:6;Arc3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718133 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718133;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717203 line_profile,"Dataset sample with 2 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717203;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717359 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717359;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717167 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717167;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717352 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 1 extrude feature(s), and curves Line3D:8;Arc3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717352;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8;Arc3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719637 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719637;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719784 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719784;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716330 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00716330;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717949 circular_profile,"Dataset sample with 3 sketch(es), 9 loop(s), 0 extrude feature(s), and curves Circle3D:8;Arc3D:6.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00717949;Circle3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:8;Arc3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719796 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00719796;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717263 circular_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Circle3D:3.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00717263;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719499 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719499;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713211 circular_profile,"Dataset sample with 3 sketch(es), 8 loop(s), 2 extrude feature(s), and curves Line3D:4;Circle3D:7.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00713211;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:7.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717740 line_profile,"Dataset sample with 2 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:4;Circle3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717740;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711804 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711804;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718681 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718681;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716763 line_profile,"Dataset sample with 2 sketch(es), 1 loop(s), 2 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00716763;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711129 circular_profile,"Dataset sample with 3 sketch(es), 10 loop(s), 2 extrude feature(s), and curves Circle3D:10.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00711129;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:10.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718004 circular_profile,"Dataset sample with 1 sketch(es), 11 loop(s), 1 extrude feature(s), and curves Circle3D:10;Arc3D:2;Line3D:2.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00718004;Circle3D;Arc3D;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:10;Arc3D:2;Line3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719932 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Arc3D:16.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719932;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Arc3D:16.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712589 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00712589;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717129 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717129;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00715607 line_profile,"Dataset sample with 1 sketch(es), 33 loop(s), 1 extrude feature(s), and curves Arc3D:60;Line3D:30;Circle3D:18.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00715607;Arc3D;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Arc3D:60;Line3D:30;Circle3D:18.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717797 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717797;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719924 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719924;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716259 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00716259;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
